age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y_true,p_yes,cum_calls,cum_contracts_true,cum_contracts_expected
51,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,tue,180,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0,6588,927,922.308037015327
25,admin.,married,university.degree,no,yes,no,cellular,jul,thu,60,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.0,6589,927,922.308037015327
41,entrepreneur,single,high.school,no,no,no,cellular,jul,thu,67,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0,6590,927,922.308037015327
33,blue-collar,single,basic.4y,no,no,no,telephone,may,tue,172,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0,6591,927,922.308037015327
58,admin.,married,university.degree,no,no,yes,telephone,jun,mon,129,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.0,6592,927,922.308037015327
38,admin.,married,high.school,no,yes,no,telephone,may,thu,191,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0,6593,927,922.308037015327
48,entrepreneur,married,high.school,unknown,yes,no,telephone,may,wed,88,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0,6594,927,922.308037015327
47,admin.,married,high.school,no,no,no,telephone,may,fri,189,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0,6595,927,922.308037015327
44,blue-collar,single,professional.course,no,yes,no,cellular,may,mon,64,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,0.0,6596,927,922.308037015327
35,blue-collar,single,basic.4y,unknown,no,no,telephone,jun,wed,172,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,0.0,6597,927,922.308037015327
31,blue-collar,single,basic.4y,no,yes,no,cellular,jul,thu,143,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0,6598,927,922.308037015327
35,admin.,married,high.school,no,no,no,telephone,may,tue,184,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0,6599,927,922.308037015327
29,self-employed,married,basic.6y,unknown,yes,no,telephone,may,tue,32,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0,6600,927,922.308037015327
35,blue-collar,married,high.school,no,yes,no,telephone,may,tue,134,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0,6601,927,922.308037015327
53,technician,married,professional.course,no,no,yes,cellular,jul,tue,178,11,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.0,6602,927,922.308037015327
31,technician,single,university.degree,no,no,no,telephone,jun,tue,91,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.0,6603,927,922.308037015327
49,entrepreneur,married,basic.4y,unknown,yes,yes,telephone,may,tue,222,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0,6604,927,922.308037015327
57,services,married,professional.course,no,yes,no,cellular,aug,wed,160,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0,6605,927,922.308037015327
54,entrepreneur,married,basic.4y,unknown,no,yes,telephone,may,thu,108,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0,6606,927,922.308037015327
30,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,25,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0,6607,927,922.308037015327
49,blue-collar,married,basic.6y,unknown,no,no,cellular,aug,fri,66,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0,6608,927,922.308037015327
37,admin.,married,university.degree,no,no,no,cellular,jul,mon,60,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0,6609,927,922.308037015327
25,services,married,high.school,no,yes,no,telephone,jun,mon,174,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.0,6610,927,922.308037015327
34,admin.,married,university.degree,no,yes,no,cellular,aug,mon,98,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0,6611,927,922.308037015327
40,admin.,married,university.degree,no,no,no,telephone,jun,fri,17,21,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.0,6612,927,922.308037015327
46,entrepreneur,married,basic.4y,no,yes,no,cellular,nov,mon,48,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.0,6613,927,922.308037015327
40,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,112,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0,6614,927,922.308037015327
43,technician,single,professional.course,no,yes,no,telephone,jun,wed,184,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.0,6615,927,922.308037015327
57,technician,married,professional.course,unknown,yes,no,cellular,jul,mon,54,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0,6616,927,922.308037015327
49,management,divorced,high.school,unknown,yes,no,telephone,may,mon,145,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0,6617,927,922.308037015327
52,management,married,university.degree,unknown,no,no,cellular,aug,tue,95,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.0,6618,927,922.308037015327
31,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,93,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0,6619,927,922.308037015327
45,services,married,basic.6y,no,unknown,unknown,telephone,jun,wed,173,10,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.0,6620,927,922.308037015327
30,self-employed,married,university.degree,no,yes,no,cellular,jul,thu,140,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0,6621,927,922.308037015327
57,housemaid,married,basic.9y,unknown,yes,no,cellular,aug,mon,164,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.0,6622,927,922.308037015327
52,housemaid,married,basic.4y,unknown,yes,no,telephone,jun,mon,65,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.0,6623,927,922.308037015327
57,self-employed,married,basic.9y,unknown,yes,no,telephone,jun,fri,185,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.0,6624,927,922.308037015327
58,admin.,married,basic.4y,unknown,no,yes,telephone,may,wed,120,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0,6625,927,922.308037015327
57,technician,single,high.school,no,yes,no,cellular,aug,mon,72,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.0,6626,927,922.308037015327
50,services,single,high.school,no,no,no,cellular,jul,wed,81,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0,6627,927,922.308037015327
38,admin.,single,basic.6y,unknown,no,no,telephone,may,tue,250,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0,6628,927,922.308037015327
39,admin.,married,university.degree,no,yes,yes,cellular,aug,mon,116,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.0,6629,927,922.308037015327
33,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,164,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.0,6630,927,922.308037015327
31,blue-collar,single,basic.4y,no,yes,no,cellular,jul,thu,136,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0,6631,927,922.308037015327
38,entrepreneur,single,university.degree,no,no,no,cellular,aug,mon,115,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0,6632,927,922.308037015327
49,blue-collar,married,basic.9y,no,no,no,telephone,jul,thu,75,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0,6633,927,922.308037015327
36,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,94,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.0,6634,927,922.308037015327
37,blue-collar,single,professional.course,no,no,no,telephone,may,mon,128,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.0,6635,927,922.308037015327
39,technician,married,university.degree,no,no,no,cellular,aug,mon,101,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.0,6636,927,922.308037015327
37,admin.,married,basic.9y,no,yes,no,cellular,may,tue,24,7,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.0,6637,927,922.308037015327
54,entrepreneur,divorced,university.degree,no,yes,yes,telephone,jun,mon,28,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.0,6638,927,922.308037015327
57,retired,married,basic.4y,unknown,no,no,cellular,aug,wed,185,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,0.0,6639,927,922.308037015327
59,retired,married,professional.course,unknown,yes,no,telephone,jun,wed,59,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.0,6640,927,922.308037015327
45,self-employed,married,basic.4y,unknown,no,no,cellular,aug,tue,97,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.0,6641,927,922.308037015327
59,housemaid,married,basic.4y,no,yes,yes,cellular,jul,thu,69,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.0,6642,927,922.308037015327
34,admin.,single,university.degree,unknown,yes,no,cellular,jul,wed,132,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0,6643,927,922.308037015327
47,retired,married,basic.4y,unknown,no,no,telephone,jun,fri,63,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.0,6644,927,922.308037015327
35,services,married,high.school,no,no,no,telephone,may,mon,159,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0,6645,927,922.308037015327
33,admin.,married,high.school,no,no,no,cellular,jul,fri,16,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0,6646,927,922.308037015327
36,admin.,married,university.degree,no,yes,no,telephone,may,mon,127,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0,6647,927,922.308037015327
37,admin.,married,high.school,no,yes,yes,telephone,may,fri,87,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0,6648,927,922.308037015327
52,admin.,married,high.school,no,yes,no,cellular,aug,fri,131,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0,6649,927,922.308037015327
42,admin.,married,university.degree,no,yes,no,cellular,aug,thu,168,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0,6650,927,922.308037015327
36,admin.,married,high.school,no,yes,no,cellular,jul,thu,74,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.0,6651,927,922.308037015327
38,blue-collar,divorced,unknown,no,no,no,telephone,may,wed,258,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0,6652,927,922.308037015327
43,admin.,married,university.degree,no,yes,no,cellular,jul,tue,24,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.0,6653,927,922.308037015327
38,entrepreneur,married,basic.9y,no,no,no,telephone,may,fri,104,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0,6654,927,922.308037015327
45,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,mon,146,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0,6655,927,922.308037015327
46,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,46,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.0,6656,927,922.308037015327
35,unemployed,married,high.school,no,no,yes,telephone,jul,thu,84,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,0.0,6657,927,922.308037015327
54,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,50,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,0.0,6658,927,922.308037015327
43,blue-collar,divorced,basic.9y,unknown,yes,no,cellular,may,fri,59,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.0,6659,927,922.308037015327
51,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,36,19,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.0,6660,927,922.308037015327
31,admin.,married,high.school,unknown,no,no,cellular,jul,wed,82,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0,6661,927,922.308037015327
47,management,married,unknown,no,no,no,cellular,jul,thu,114,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0,6662,927,922.308037015327
32,blue-collar,married,basic.6y,unknown,no,yes,telephone,jul,fri,191,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0,0.0,6663,927,922.308037015327
28,admin.,single,high.school,no,no,no,cellular,jul,mon,154,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.0,6664,927,922.308037015327
51,housemaid,married,basic.4y,no,no,no,cellular,jul,wed,145,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0,6665,927,922.308037015327
38,technician,married,professional.course,no,no,no,telephone,may,tue,101,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0,6666,927,922.308037015327
32,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,82,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0,6667,927,922.308037015327
42,admin.,married,unknown,no,no,no,telephone,may,tue,221,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0,6668,927,922.308037015327
45,services,married,professional.course,no,yes,no,cellular,aug,thu,125,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0.0,6669,927,922.308037015327
43,services,divorced,basic.6y,no,yes,no,cellular,aug,wed,40,3,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.0,6670,927,922.308037015327
50,blue-collar,married,basic.4y,no,no,no,cellular,may,fri,67,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,0.0,6671,927,922.308037015327
44,technician,divorced,professional.course,unknown,yes,no,cellular,apr,thu,18,3,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0,0.0,6672,927,922.308037015327
52,housemaid,married,basic.4y,no,yes,no,cellular,jul,mon,88,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.0,6673,927,922.308037015327
72,retired,married,basic.4y,no,unknown,unknown,cellular,apr,tue,44,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0,0.0,6674,927,922.308037015327
45,blue-collar,single,high.school,unknown,no,no,telephone,jun,mon,68,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.0,6675,927,922.308037015327
33,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,209,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.0,6676,927,922.308037015327
51,technician,married,high.school,no,no,yes,telephone,jun,wed,137,6,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,0.0,6677,927,922.308037015327
35,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,63,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0,0.0,6678,927,922.308037015327
34,admin.,single,university.degree,unknown,no,no,telephone,jun,thu,17,16,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.0,6679,927,922.308037015327
48,unemployed,single,basic.4y,no,yes,no,telephone,jun,mon,83,6,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.0,6680,927,922.308037015327
50,management,divorced,university.degree,no,no,no,cellular,jul,mon,85,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0,6681,927,922.308037015327
32,admin.,divorced,high.school,no,no,no,cellular,may,fri,25,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.0,6682,927,922.308037015327
60,retired,divorced,university.degree,no,yes,no,telephone,jun,fri,98,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.0,6683,927,922.308037015327
35,admin.,married,university.degree,no,yes,yes,telephone,may,tue,161,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0,6684,927,922.308037015327
43,admin.,married,university.degree,no,yes,no,cellular,aug,wed,115,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0,6685,927,922.308037015327
37,unemployed,married,professional.course,no,no,no,telephone,may,thu,140,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0,6686,927,922.308037015327
48,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,167,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.0,6687,927,922.308037015327
51,services,married,high.school,no,yes,no,telephone,jul,thu,158,3,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0,0.0,6688,927,922.308037015327
55,services,married,basic.4y,no,no,yes,cellular,aug,wed,64,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0,6689,927,922.308037015327
55,retired,married,basic.9y,unknown,no,no,cellular,jul,thu,149,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.0,6690,927,922.308037015327
29,services,single,high.school,no,no,yes,telephone,jun,mon,6,1,999,0,nonexistent,-1.7,94.055,-39.8,0.711,4991.6,0,0.0,6691,927,922.308037015327
39,blue-collar,single,university.degree,no,no,no,cellular,jul,wed,91,7,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0,6692,927,922.308037015327
54,retired,divorced,basic.4y,unknown,no,yes,cellular,jul,tue,189,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.0,6693,927,922.308037015327
36,services,married,basic.6y,no,yes,no,telephone,may,thu,64,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0,6694,927,922.308037015327
59,retired,divorced,basic.4y,no,yes,no,telephone,may,wed,112,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0,6695,927,922.308037015327
46,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,116,6,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0.0,6696,927,922.308037015327
32,admin.,single,university.degree,no,yes,yes,telephone,may,tue,65,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0,6697,927,922.308037015327
50,technician,married,professional.course,no,no,no,telephone,may,tue,108,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0,6698,927,922.308037015327
27,student,single,high.school,unknown,no,no,telephone,may,thu,158,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0,6699,927,922.308037015327
34,technician,married,professional.course,no,yes,yes,telephone,jun,mon,126,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.0,6700,927,922.308037015327
47,admin.,married,high.school,no,no,no,cellular,nov,fri,21,3,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,0,0.0,6701,927,922.308037015327
24,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,151,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0,6702,927,922.308037015327
30,services,married,high.school,no,yes,no,telephone,jun,tue,62,5,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,0.0,6703,927,922.308037015327
41,entrepreneur,married,basic.4y,no,yes,no,telephone,jul,fri,89,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0,0.0,6704,927,922.308037015327
59,admin.,married,basic.6y,no,yes,no,telephone,may,tue,19,15,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0,6705,927,922.308037015327
47,entrepreneur,married,professional.course,unknown,unknown,unknown,telephone,jun,thu,19,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.0,6706,927,922.308037015327
28,entrepreneur,married,basic.9y,unknown,no,no,telephone,may,thu,73,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.0,6707,927,922.308037015327
50,blue-collar,divorced,basic.9y,unknown,no,no,telephone,jun,tue,108,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.0,6708,927,922.308037015327
31,admin.,single,university.degree,unknown,yes,no,cellular,aug,tue,64,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0,6709,927,922.308037015327
59,admin.,married,unknown,unknown,yes,no,cellular,jul,fri,150,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0,6710,927,922.308037015327
38,technician,married,high.school,no,yes,yes,cellular,jul,thu,18,34,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.0,6711,927,922.308037015327
45,services,married,high.school,no,no,no,cellular,jul,tue,89,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.0,6712,927,922.308037015327
55,blue-collar,married,basic.4y,unknown,no,yes,cellular,nov,mon,68,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.0,6713,927,922.308037015327
31,blue-collar,single,basic.9y,no,no,no,cellular,nov,tue,58,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.0,6714,927,922.308037015327
34,admin.,married,university.degree,unknown,no,no,cellular,jul,wed,183,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0,6715,927,922.308037015327
28,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,66,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0,6716,927,922.308037015327
38,admin.,married,university.degree,no,no,no,cellular,jul,fri,188,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0,6717,927,922.308037015327
60,technician,married,professional.course,unknown,no,no,telephone,jul,tue,55,15,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.0,6718,927,922.308037015327
36,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,120,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0,6719,927,922.308037015327
32,admin.,divorced,university.degree,no,yes,no,cellular,jul,thu,151,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0,6720,927,922.308037015327
37,blue-collar,married,basic.6y,no,no,no,cellular,may,tue,75,7,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.0,6721,927,922.308037015327
54,blue-collar,divorced,high.school,unknown,no,no,cellular,jul,fri,86,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0,6722,927,922.308037015327
31,services,married,high.school,unknown,no,yes,telephone,jun,thu,62,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,0.0,6723,927,922.308037015327
47,blue-collar,married,basic.4y,no,no,no,cellular,aug,thu,82,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.0,6724,927,922.308037015327
30,blue-collar,single,basic.9y,unknown,yes,no,cellular,nov,thu,71,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0,6725,927,922.308037015327
48,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,122,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0.0,6726,927,922.308037015327
55,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,115,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.0,6727,927,922.308037015327
35,technician,single,professional.course,no,yes,no,telephone,may,thu,170,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0,6728,927,922.308037015327
45,management,divorced,high.school,no,no,yes,cellular,aug,mon,78,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,0.0,6729,927,922.308037015327
25,services,single,high.school,no,yes,no,telephone,may,mon,50,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0,6730,927,922.308037015327
28,services,single,high.school,no,no,no,telephone,may,thu,137,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0,6731,927,922.308037015327
46,blue-collar,married,basic.9y,no,yes,no,cellular,aug,wed,124,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,0.0,6732,927,922.308037015327
44,blue-collar,married,basic.6y,no,no,no,cellular,aug,mon,67,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.0,6733,927,922.308037015327
45,admin.,married,unknown,no,no,no,telephone,may,tue,79,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0,6734,927,922.308037015327
41,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,88,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.0,6735,927,922.308037015327
49,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,174,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.0,6736,927,922.308037015327
48,unemployed,married,basic.4y,unknown,no,no,cellular,jul,tue,163,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.0,6737,927,922.308037015327
28,technician,single,high.school,no,no,no,telephone,may,fri,184,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0.0,6738,927,922.308037015327
41,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,thu,84,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.0,6739,927,922.308037015327
29,entrepreneur,married,basic.4y,no,no,no,cellular,jul,tue,103,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.0,6740,927,922.308037015327
25,technician,single,university.degree,no,yes,no,telephone,may,tue,38,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0,6741,927,922.308037015327
45,unknown,married,unknown,unknown,no,no,telephone,may,wed,17,13,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0,6742,927,922.308037015327
31,services,single,university.degree,no,yes,no,telephone,jun,tue,57,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.0,6743,927,922.308037015327
52,unemployed,married,high.school,no,yes,no,telephone,jun,tue,235,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.0,6744,927,922.308037015327
42,admin.,divorced,university.degree,no,yes,no,cellular,aug,fri,77,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0,6745,927,922.308037015327
43,services,divorced,unknown,unknown,yes,no,cellular,jul,tue,139,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.0,6746,927,922.308037015327
58,admin.,divorced,university.degree,unknown,yes,no,cellular,aug,mon,26,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.0,6747,927,922.308037015327
48,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,70,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0,6748,927,922.308037015327
32,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,93,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.0,6749,927,922.308037015327
35,entrepreneur,divorced,university.degree,no,no,no,telephone,may,tue,124,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0,6750,927,922.308037015327
